Item ID,Item Description,Qty on Hand,Avg Cost,Item Value
MS-T7401212,SBS '03 ADD 20DEVICE CAL UPG,,645.93,
MS-T7401214,SBS '03 ADD 5DEVICE CAL UPG,,150.63,
MS-T7401215,SBS '03 ADD 5USER CAL UPG,,290.00,
MS-T7500035,SBS 2003 PREM 5 CAL,1.00,400.00,400.00
MS-T7500037,SBS 2003 PREM 5 CAL UPG,2.00,325.00,650.00
MS-T7500749,SBS 2003 PREM SP1 5 CAL FULL,,525.00,
MS-T7500798,SBS '03 PREM 5CAL SP1 DSP,,470.00,
MS-T7501255,SBS '03 PREM R2 W 5CAL,3.00,733.30,"2,199.90"
MS-T7502411,SBS '08 PREMIUM 5CAL,,750.00,
MS-T7502475,SBS '08 PREM 5CAL OEM,1.00,"1,000.00","1,000.00"
MS-T7502600,GOV SBS PREM 08 5 CAL OLP,,"1,153.30",
MS-T7F00321,OLP SYSCTRESSNTLSPLUSSVRMLSTE,,337.41,
MS-T9F00301,SYS CTR ESSNTL DPM CLNT MLS,,25.88,
MS-T9L00130,SYSTEM CENTER 12 STD 2 PROC,,"1,310.35",
MS-T9L00247,SYSCTRSTD 2 PROC LIC W/SA,,"1,125.33",
MS-T9V00004,BING MAPS PUBL WEB ADDON 100K,,"3,030.30",
MS-TJA00032,WIN TERM SVR 2008  20 U,,"1,000.00",
MS-TJA00036,WIN SVR '08 TERM 5D,,275.00,
MS-TJA00124,WIN TERMINAL SERVER 08 5USER,,325.00,
MS-TJA00699,TERM SVR 08 LIC AND SA FULL CA,,105.11,
MS-TJA00726,TERM SVR 2008 DEVICE CAL,,70.15,
MS-TJA00731,TERMINAL SVR 2008 USER CAL,,95.77,
MS-TJA00731BDL20,WIN SVR 08 - TS 20 U CAL OPEN,,,
MS-TSC01162,DPM 2010 CLIENT ML,,20.25,
MS-TSC01168,OLP SYSCTRDATAPRTCNMGRCLTML VL,,20.59,
MS-TSD01040,VISIO 2010 PREMIUM,,275.00,
MS-TSD01040FBA,VISIO 2010 PREMIUM,,275.00,
ms-tt52266654654,,,,
MS-U2V00004,OLV BING MAPS ENT SUBSCRPT 1U,,"1,515.15",
MS-U7R00001,Microsoft Wedge Mobile Keyboar,,51.19,
MS-UEC00005,VS 2008 TEAM ED SOFT DEV RENWL,,"1,968.21",
MS-UEE00014,VS 2008 TEAM TEST-REN,,"1,924.34",
MS-UEH00006,VS 2008 PRO W/ MSDN PRO,,50.00,
MS-UEH00007,VS 2008 PRO W/ MSDN PRO RNWL,,689.94,
MS-UEH00032,Visual Studio 2010 Professiona,,825.00,
MS-UEH00033,VS 2010 PRO w/ MSDN Rnwl,,,
MS-V6J00462,win mult ser 12 stn lic ob,,277.19,
MS-V7J00933,WIN MULTIPNT SRV PREM 2012 -OB,,687.09,
MS-V7J00947,OLP GOV WIN MLTPNT SVR PREM 12,,566.72,
MS-W0600005,OLP CORE CAL SUITE DVCE CAL/SA,,274.46,
MS-W0600415,CORE CAL STE USER CAL & SA OLP,,314.58,
MS-W0600793,1YR CORE CALCLIENT ACCESS LIC,,49.84,
MS-W6F00063,Office for Mac Home and Busine,,125.87,
MS-W6F00198,Office for Mac H&B 1U Keycard,72.00,128.78,"9,271.84"
MS-W6F00198FBA,OFFICE HOME AND BUSINESS FOR M,,133.72,
MS-W7F00014,OFFICE 2011 MAC H&S FMP,2.00,191.40,382.79
ms-w7f00014FBA,OFFICE FOR MAC 2011 HOME & STU,5.00,193.95,969.75
MS-W7F00014HOLD,OFFICE 2011 MAC H&S FMP,,141.07,
MS-W8700253,OFFICE 2003 SBE SP1 OEM 3PK,,58.47,
MS-W8702379,OFFICE 2007 SMALL BUSINESS UPG,,55.00,
MS-W8702380,OFFICE 2007 SMALL BUSINESS,,95.00,
MS-W8702380O,OFFICE 2007 SBE OEM,,70.00,
MS-W8702587,OFFICE 2003 SBE OEM,105.00,12.77,"1,341.32"
MS-W9F00014,OFFICE MAC 2011 H&B MTP,,250.00,
MS-W9F00014DL,OFFICE 2011 HOME BUSINESS MTP,,130.00,
MS-W9F00014FBA,MICROSOFT OFFICE FOR MAC HOME,4.00,197.55,790.20
MS-WN700368,WINDOWS 8 OEM 32X,33.00,83.65,"2,760.30"
MS-WN700404,WINDOWS 8 OEM 64X,16.00,88.17,"1,410.79"
MS-WN700578,WINDOWS 8.1 FRB,108.00,79.37,"8,572.14"
MS-WN700578DL,WINDOWS 8.1 BASIC DL,,50.00,
MS-WN700578FBA,MICROSOFT WINDOWS 8.1 FULL VER,,75.42,
MS-WN700615,WINDOWS 8.1 64bit OEM,23.00,79.00,"1,817.00"
MS-WN700659,WINDOWS 8.1 32bit OEM,,79.00,
MS-ZFA00109,CRM USER CAL & SA,,919.51,
MS-ZQ100002,OFFICE SB MGT 2006,5.00,352.77,"1,763.84"
MS-ZQ100003,OFFICE SB MGT 2006 UPG,1.00,200.00,200.00
MS-ZS300477,MAPPOINT FLEET 2011 OLP,,"1,001.91",
MS-ZV300026,Streets and Trips GPS 2013,,56.91,
NA-A509AG0012.0,Naturally Speaking 12 LEGAL,,655.02,
NA-NMYSWEENESD0101,NAVICAT MYSQL 9.1 ENTERPRISE,,156.52,
NA-NPREWNENESD0101,NAVICAT PREM 11 WIN ED NON COM,,274.49,
NA-NPREWWENESD0101,NAVICAT PREMIUM 10,,549.78,
NA-NPREWWENESD0205,NAVICAT PREMIUM 9.1 (2-5) LIC,,447.57,
NA-PR911101A01D,Navicat for MySQL v9 Win Ent E,,132.92,
NC-2889AG00170,OmniPage 17,1.00,66.00,66.00
NC-2889AG00180,OMNIPAGE 18,,50.00,
NC-3509AG0050,OmniForm 5,,80.57,
NC-6309AG00110,TextBridge Pro 11,,91.11,
NC-6809AG00140,PaperPort 14,,30.00,
NC-9401AG00100,OMNI PAGE PRO X FOR MAC,,415.46,
NC-A209AG00120,Dragon NS12 Pro,,484.01,
NC-A209AGD9120,DRAGON NAT SPKNG 12 PRO,,,
NC-A289ARC7110,Dragon NaturallySpeaking 11 Pr,,322.32,
NC-A289ARC7120,Dragon Nat Speak 12 UPG,,243.56,
NC-A289ARD7120,Dragon NaturallY Sp Pro UPG,,236.98,
NC-A509AG00120,Dragon Naturally Speaking 12 L,,658.83,
NC-A589AR00120,UPG Dragon 12 Legal from Pref,1.00,485.95,485.95
NC-A589ARD0120,Dragon NaT SpeaK 12 Legal UPG,,244.00,
NC-A589ARD9120,DRAGON NAT SPEAK 12 LEGAL UPG,,,
NC-B309AG0070,PDF Converter 7,,13.00,
NC-B309AG0080,PDF Converter 8,,46.77,
NC-E709AG00170,OMNIPAGE 17 PRO,,398.09,
NC-E709AG00180,Omnipage 18 Pro,,396.25,
NC-E789AG00160,OMNIPAGE PRO 16 UPG,,155.00,
NC-F309AG00120,PAPERPORT 12 PRO,,177.64,
NC-F309AG00140,PaperPort Professional 14,1.00,80.50,80.50
NC-K409AG00110,Dragon Naturally Speaking 11 H,,48.00,
NC-K409AG00120,Dragon Naturally Speaking 12 H,,26.00,
NC-K609AG00110,Dragon Naturally SPK 11 Prem,,44.00,
NC-K609AG00110FBA,DRAGON NATURALLY SPEAKING PRE,,60.67,
NC-K609AG0012,Dragon Naturally Speaking 12 P,,106.25,
NC-K609AG00130,Dragon Naturally Speaking Prem,,165.15,
NC-K609AGC3110,DRAGON NAT SPEAK PREM 11 W/REC,,225.00,
NC-K609AL00110,Dragon NaturallySpeaking 11 Pr,,191.34,
NC-K689AK00120,Dragon NS12 Premium - UPG,,121.66,
NC-M009AG0070,PDF Create 7,,13.00,
NC-M009AG0070FBA,PDF CREATE 7 SOFTWARE,,13.00,
NC-M009AG0080,PDF Create 8,,55.05,
NC-M009BGD980,PDF CREATE 8.0 LA VLIC,,30.51,
NC-M109AG0070,PDF CONVERTER PRO 7 RETAIL,,26.00,
NC-M109AG0080,PDF Converter 8 Professional,,35.00,
NC-M501AG0030,PDF CONVERTER FOR MAC 3.0,5.00,15.00,75.00
NC-S601AG002.0,Dragon Dictate 2,,159.36,
NC-S601AG0020,Dragon Dictate 2,,44.00,
NC-T509AG0015,MacSpeech Scribe,,118.96,
NL-SBQB12R,Quicken Legal Business Pro 201,,21.66,
NL-WQP12R,Quicken WillMaker Plus 2012,,21.00,
OR-A97163L46741,DATABASE STD PROC 1YR SUPPORT,,"2,630.89",
OR-A97163L46747,DATABASE STD 1 YEAR SUPPORT,,52.38,
OR-A97163L46754,DATABASE SUPPORT FOR 1PROC,,863.82,
OR-A97163L46760,DATABASE STD ONE SUPPORT FOR L,,26.86,
OR-A97163L47210,ACTIVE DATA GUARD NUP SUPPORT,,29.84,
OR-A97163L70135,PRIMA CONST PRO PROJ MGT 1YR,,193.27,
OR-A97163L70321,1YR SUP PRIMAVERA P6 PRO,,373.09,
OR-L16339,FORMS & REPORTS NAMED USER,,312.29,
OR-L46639,DATABS GTWY SQL SVR,,"11,870.79",
OR-L46741,DATABASE STD PROC LIC,,"11,958.58",
OR-L46747,DATABASE STD PERPETUAL,,237.64,
OR-L46748,DB STD ED NAMED USER LIC,,47.40,
OR-L46754,DATABASE STD EDITION 1PROC,,"3,920.55",
OR-L46760,DATABASE STD ED ONE LIC,,122.10,
OR-L47210,Oracle Active Data Guard NUP,,135.44,
OR-L69126,DATABASE PERSONAL ED ESD,,312.03,
OR-L70135,PRIMAVERA CONTR APPP 1 U PERPE,,876.68,
OR-L70321,PRIMAVERA P6 PRO PERPETUAL,,"1,692.43",
OR-L70321M,PRIMAVERA P6 PROJ MNGMT MEDIA,,85.75,
OR-L74549,AUTOVUE 2D PROFESSIONAL 1CLICK,,305.25,
OR-L74573,AUTOVUE OFFICE APP USER,,78.58,
OT-EXMPI550000M1400P,EXCEED 14 SINGLE CROM,,499.03,
OT-EXMPI550001M1400P,Hummingbird Exceed 14 w/ 1 Yea,,567.40,
OT-EXMPI551000M1400P,Hummingbird Exceed XDK 14 - Ad,,180.16,
OT-EXMPI555000M1400P,EXCEED 3D 14 SINGLE CROM,,194.47,
OT-EXMPI556000M1400P,Hummingbird ExceedPowerSuite14,,643.67,
PA-BRUSMB12,BUSINESS PLAN PRO 15 ANNI EDT,,45.00,
PA-MDT11,MARKETING PLAN PRO,1.00,109.80,109.80
PG-118PREPL,DRIVE COPY 9.0 PROFESSIONAL,,80.95,
PG-134SBEPL,DB10 SMALL BUS SERVER,,194.50,
PG-134SEEPL,DRIVE BACKUP 10 SERVER,,324.60,
PG-134SEEPLCU,DB 10 SERVER COMP UPG,,194.76,
PG-134SEEPLUA1,DB 10 SVR 1YR MAINT SUP,,64.92,
PG-134WEEPL,DB 10 WORKSTATION,,48.76,
PG-139PREPL,DISK WIPER 10.0 PRO,,123.40,
PG-139PRETLA1,DISK WIPER 10 STD TECH LIC 1YR,,324.60,
PG-145PEEPL,DIVE COPY 10 PERSONAL SGL,,25.47,
PG-149PREPST1,VIR MGR 2010 CORP 1 SEAT,,129.45,
PG-153PEEPL,NTFS FOR MAC 8,,25.99,
PG-161PREPL,PARTITION MANAGER 11 PRO,,52.01,
PG-161SEEPL,PARTITION MGR 11 SERVER,,254.30,
PG-161SEETLA1,Partition Manager 11 Standard,,324.60,
PG-161SEETLA3,PARTITION MGR 11 STD TL 3YR,,745.05,
PG-161SEETLB1,PARTITION MGR 11 INDEP CON 1YR,,519.75,
PG-168PEEPST1,DEPLOYMENT MGR 10 1-49,,14.31,
PG-176PEEPL,VOLUME SNAPSHOT FOR MAC OS X20,,25.99,
PG-204PREPL,DRIVECOPY 11 PRO SNGL USR,,25.99,
PG-233PEEPL,HARD DISK MGR 12 SUITE,,32.49,
PG-233PEEPL3,HARD DISK MGR 12 SUITE 3U,,52.01,
PG-233PREPL,HARD DISK MANAGER 12 PRO,,65.02,
PG-233SEEPL,HARD DISK MGR 12 SVR,,454.70,
PG-233SEETLA2,HARD DISK MGR 12 STD TECH 2Y,,"1,495.50",
PG-237SBEBL,DRIVE BU 11 SBS,,233.53,
PG-237SEEBL,DRIVE BACKUP 11 SERVER,,389.65,
PG-257PEEPL,NTFS FOR MAC OS X 10,,12.98,
PI-NMYSWEENESD0205,NAVICAT FOR MYSQL 9.1 ENT,,126.28,
PL-PDFM6XLBX1EN,PARALLELS DESKTOP 6 MAC,,37.25,
PL-PDFM7XLBX1EN,Parallels Desktop 7 for Mac,,41.00,
PL-PDFM8LBX1EN,PARALLELS DESKTOP 8 MAC,30.00,40.00,"1,200.00"
PN-99006527900,Corel Corporation PINNACLE STU,,48.58,
PO-9032,progeCAD 2010,,346.41,
PO-9049,progeCAD 2010 - Upgrade,,214.97,
PR-58100,Data Rescue PC3,,54.15,
pt-_NMYS-WEEN-ESD-02,,,,
PU-24030,Home & Landscape Design Pro 2,7.00,78.20,547.40
PU-25800,HOME & LAND DESIGN PRO W.NEXGE,10.00,70.00,700.00
QU-122181ESD,QUARKXPRESS PASSPORT 7 ESD,,"1,377.45",
qu-123619esd,"Quark CopyDesk 7, ESD Single U",,225.09,
QU-126256,QUARK COPYDESK 8,,226.56,
QU-128355,CROPSTER ID 9 INDESIGN CS5 MAC,,99.83,
QU-130004,QuarkXpress 9,,665.00,
QU-130005,QuarkXpress 9 - Upgrade,,230.00,
QU-130007,QuarkXpress 9 - Education,,145.00,
QU-296000,QUARKXPRESS 10 1U,,675.00,
QU-296004,QUARKXPRESS 10 UPG,,235.00,
QU-296019,QUARKXPRESS 10 ACAD,,145.00,
RH-RH0197181,REDHAT ENT LINUX SVR SELFSUP S,,309.01,
RH-RH0197181RN,RED HAT ENT LINUX SVR SUPPORT,,327.19,
RX-220800MI,EASY CD & DVD BURNING MINI BOX,,37.36,
RX-243100,EASY VHS TO DVD FOR MAC,,64.98,
RX-243600,Easy LP to MP3,,55.89,
RX-246000,Creator 2011,,60.00,
RX-247000,Toast 11 Titanium,,60.00,
RX-247000FBA,TOAST 11 TITANIUM MAC,,60.00,
RX-248400,Game Capture,,81.38,
RX-248900,PC Game Capture,,49.04,
RX-249000,Easy CD & DVD Burning 2011,,24.02,
RX-250000,ROXIO CREATOR 2012,,81.61,
RX-250100,CREATOR PRO 2012,,85.00,
RX-AMER10030000,NERO 12,,72.91,
RX-RCRNXT2ENMBAM,ROXIO CREATOR NXT,,35.00,
RX-RCRNXTENMBAM,Creator NXT,,87.86,
RX-RGCHDPR1ENAM,ROXIO GAME CAPTURE HD PRO,1.00,98.00,98.00
SA-ACTPRM2012LS,ACT! PREMIUM 2012 LIC,,468.93,
SA-ACTPRM2013UPLS,ACT! PREM 2013 LIC UPG,,227.44,
SA-ACTPRO2011RT,SAGE ACT PRO 2011,,70.00,
SA-ACTPRO2012LS,ACT 2012 PRO,,182.97,
SA-ACTSM2010RT,Act! 2010 for 5 Users,,,
SA-PCW2011RT,PEACHTREE COMP ACC 2011,,29.00,
SA-PCW2013RT,Sage 50 Complete Accounting 20,,175.00,
SA-PCW2014RT,Sage 50 Complete Accounting 20,,280.00,
SA-PCW32014RT,Sage 50 Complete Accounting 3U,,605.81,
SA-PCWM2012RT,SAGE PEACHTREE COMPLETE MULTI,,450.00,
SA-PCWM2013RT,Sage 50 Complete Acc 2013 5U,,490.00,
SA-PCWM2014RT,Sage 50 Complete Acc 2014 5 U,,785.00,
SA-PFA2013RT,Peachtree First Accounting 201,,55.00,
SA-PPA2012RT,PEACHTREE PREM 2012 SGL U,,335.00,
SA-PPA2013RT,Sage 50 Premium Accounting2013,,377.61,
SA-PPA2014RT,SAGE PEACHTREE PREMIUM ACCOUNT,,450.00,
SA-PPA32013RT,Sage 50 Prem Acc 2013 3U,,500.00,
SA-PPA32014RT,Sage 50 Premium Accounting 201,,900.40,
SA-PPAM2012RT,Peachtree Prem Acct 2012 Multi,,750.00,
SA-PPAM2014RT,PEACHTREE PREM ACC 2014 Multi,,875.00,
SA-PRO2011PRRT,Peachtree Pro Accounting 2011,,257.89,
SA-PRO2011RT,Peachtree Pro Accounting 2011,,70.00,
SA-PRO2012PRRT,Peachtree Pro Accounting with,,,
SA-PRO2012RT,PEACHTREE PRO ACCT 2012,,85.00,
SA-PRO2013RT,Peachtree Pro Accounting 2013,,130.00,
SA-PRO2014RT,Sage 50 Pro Accounting 2014,,265.00,
SA-PTQ2013DSRT10,PEACHTREE QUANTUM 2013 10U,,"4,582.21",
SA-TSWM201305RT,Timeslips 2013 (5 Users),,"1,280.17",
SA-VERCON2012RT,Peachtree Premium Accounting 2,,260.05,
SB-1734775160041ST,SQL ANYWHERE ADTL NETWORK SEAT,,99.17,
SB-1735501120041,SQL ANYWHERE PERSONAL SVR 5 PK,,465.26,
SB-1789075100141SR,SQL ANYWHERE BASE + 10U ESD,,951.21,
sb-1789075160041SR,SQL ANYWHERE BASE + 10 USER,,951.21,
SB-1966555100141SR,SQL ANYWHERE 5 USER,,473.57,
SB-1986175110141SR,SQL ANYWHERE BASE W/5 CALS,,515.67,
SB-6127675120041SS,PWR BLDR ENT 12.0 ELEC,,"2,376.03",
SB-6127675125041SS,POWERBUILDER ENTERPRISE 12.5,,"1,900.83",
SB-61276751250PR20,POWERBUILDER ENTERPRISE PROMO,,"1,900.83",
SB-61276751250SSUPR2,POWERBUILDER ENT W/ST SUP PRMO,,"2,340.65",
SB-6127675125241SS,POWERBUILDER ENTERPRISE 12.5.2,,,
SB-61276SS7015470,SNS POWERBUILDER ENT,,520.84,
SB-61276SSP60009OT,SUBSCRIPTION POWERBUILDER,,521.73,
SB-6127765125041SS,POWERBUILDER ENT 12.5 UG,,"1,186.03",
SB-6128875115041SS,SYBASE INFOMAKER 11.5,,143.68,
SB-6128875120041SS,SYBASE INFOMAKER 12.0,,154.70,
SB-6128875125041SS,INFOMAKER 12.0,,154.70,
SB-61288SS7015470,STANDARD SUPPORT INFOMAKER,,35.75,
SB-61288SS98480OT,STANDARD SUPPORT INFOMAKER,,86.86,
SB-6132275115041SS,POWERBUILDER PRO,,"1,027.37",
SB-61354SS98480OT,STANDARD SUPPORT INFOMAKER,,33.82,
SB-7014488ZSS,INFOMAKER,,153.18,
SB-7014581ZSS,POWERBUILDER ENTERPRISE 12.5,,"2,329.44",
SB-70154707014488ZSS,INFOMAKER STD SUPPORT,,35.11,
SB-70154707014581ZSS,SNS POWERBUILDER ENTERPRISE,,539.11,
SC-BAICCE000135,EXECUTIVE IPAD2 CASE,12.00,24.95,299.34
SC-BAICCE000136,EXEC + KEYBOARD IPAD2 CASE,7.00,49.99,349.93
SC-BBCACE000635,"13 NEOPRENE LAPTOP SLEEVE""""",48.00,,
SC-BBCACE000636,"15 NEOPRENE LAPTOP SLEEVE""""",43.00,9.99,429.57
SC-BPCACE000653,JUICEBOX WALL CHARGER,39.00,,
SK-LICENSING,Office 365 Email Migration - S,,,
SM-CKTDIAGWBX2,CheckIt Diagnostics,,54.39,
SM-CKTRCW2BX2,CheckIt Registry Cleaner 2,,44.00,
SM-DTV4PC2BX2,Digital TV for PC 2,,39.44,
SM-MIC5BX2,INTERNET CLEANUP 5,,31.14,
SM-MS5HDVD,MANGA STUDIO 5,,32.00,
SM-MSDC40BX2,MANGA STUDIO DEBUT 4,,67.91,
SM-MSE5HDVD,Manga Studio EX 5,,85.00,
SM-PHOANIMHBX2,Morpheus Photo Animation Suite,,24.00,
SM-PSR9HDVD,Poser 9,,171.42,
SM-PXMMBX2,Pixelmator,,50.53,
SM-RPD4MBX2,RAPIDWEAVER 4.5 MAC,,51.08,
SN-2090C01,Sorenson Squeeze 9 CD,,455.66,
SO-KSAC70SL1,ACID PRO 7 5-99U LIC,,155.99,
SO-MSAMS9000,Sony Music Studio,5.00,29.00,145.00
SO-MSAMST8000,Acid Music Studio 8,,47.39,
SO-MSFAST10000,Sound Forge Audio Studio 10,,,
SO-MSFST10000,Sound Forge Audio Studio 10,,47.32,
SO-MSIS4000,Sony Imagination Studio 4,7.00,34.00,238.00
SO-MSIST3000,Imagination Studio Suite 3,,123.52,
SO-MSPSMS11000,Vegas Movie Studio HD Platinum,,24.00,
SO-MSPSMS12000,Sony Platinum Suite 12,3.00,75.66,226.99
SO-MSPVMS11000,Vegas Movie Studio HD Platinum,,73.99,
SO-SAC7000,ACID Pro 7,,228.05,
SO-SF10000,Sound Forge Pro 10,,304.08,
SO-SVDVD11000,Vegas Pro 11,,521.50,
SP-7090337,Business Objects Crystal Repor,,429.73,
STORECREDIT,Store Credit,,,
SW-01SSC5316,SonicWALL GLBL VPN CLNT 5U,,170.70,
SY-0E7IOZC0EI1EA,ENDPT PROT 12.1 COMPT UPG 1U,,20.12,
SY-0E7IOZC0EI1EE,UPG-C ENDPOINT PROT 12.1 ESSTL,,10.71,
SY-0E7IOZC0EI1GA,ENDPT PRO 12.1 GOVT UPG-C,,20.39,
SY-0E7IOZF0EI1EA,ENDPOINT PROT 12.1 ESSTL 1-24,,32.74,
SY-0E7IOZF0EI1EB,ENDPOINT PROT 12.1 ES 25+,,28.03,
SY-0E7IOZF0EI1EC,ENDPOINT PROT 12.1 LIC + ESS,,24.95,
SY-0E7IOZF0EI1ED,ENDPNT PRO 12.1 PU STD 100-249,,23.98,
SY-0E7IOZF0EI1GA,EP 12.1 GOV 100-249 ESSTL,,35.69,
SY-0E7IOZFOEI1EA,ENDPT PROT 12.1 LIC 1U A,,27.36,
SY-0E7IOZFOEI1EB,ENDPOINT PROTECTION 12.1 LIC,,,
SY-0E7IOZU0EI1EA,EP 12.1 ESSTL UPG 1-24,,26.50,
SY-0E7IOZU0EI1GA,EP 12.1 ESSTL 2ND YR SUPPORT,,28.88,
SY-0E7IOZX0EI1EA,ENDPNT PRO 12.1 XGRD 1YR SUP,,18.66,
SY-0E7IOZZ0ER1EA,EP 12.1 ESSTL RNWL 1-24,,19.92,
SY-0E7IOZZ0ER1EB,ENDPOINT PROT 12.1 ESST RNWL,,16.02,
SY-0E7IOZZ0ER1EC,ENDPT PROT 12.1 SUPPORT RNWL,,15.35,
SY-0E7IOZZ0ER1ED,ENPT PRO 12.1 ESS RNWL 100-249,,14.64,
SY-0E7IOZZ0ER1EE,EP PRO 12.1 ESS RENEWAL,,13.60,
SY-0E7IOZZ0ER3EB,ENDPNT PRO 12.1 ESS REN 25-49,,38.45,
SY-0HXCWZF0EI1ES,BE 2012 AGT FOR SBS ESSTL LIC,,375.34,
SY-0K6GWZF1EI1ES,BCKUP EXEC 2014 OPT FILE SYST,,383.08,
SY-0L3LWZF0EI3ES,BCKUP EXEC 2014 SVR 3 YR SUP,,741.24,
SY-0L3LWZF1EI1ES,BCKUP EXEC 2014 STND LIC/SUP,,579.51,
SY-0L3LWZU1EI1ES,BACKUP EXEC 2014 WIN SVR UPG,,414.61,
SY-0L3LWZZ0ER3ES,BACKUP EXEC 2014 3 YR RENWL,,447.81,
SY-0L3LWZZ1ER1ES,BCKUP EXEC SERVER RNWL,,195.68,
SY-0UNDWZF2EI1ES,BCKUP EXEC 2014 VRAY 2-6 CORE,,640.67,
SY-0UNDWZF3EI1ES,BCKUP EXEC 2014 WIN VRAY 8CORE,,738.01,
SY-0UNDWZZ2ER1ES,BCKUP EXEC VRAY RNWL,,216.33,
SY-10067310,INTERNET SECURITY 3.0 FOR MAC,1.00,89.31,89.31
SY-10231601,CLIENT SEC 2 SBE 5U,2.00,,
SY-10231602,CLIENT SEC 2 SBE 10U,1.00,,
SY-11596415,PREMIUM ANTISPAM 5-24 ESS,,20.40,
SY-13122484,BACKUP EXEC 12 AGT SHAREPOINT,,,
SY-13122492,BACKUP EXEC 12 NETWRE AGNT,,,
SY-13747045,GHOST SLTN STE 2.1 LIC MED 1DE,,24.65,
SY-13747055,GHOST 2.5 MEDIA KIT,,19.00,
SY-13882214,GHOST SOL STE 2.5 ESSENT SUP,,5.80,
SY-13882217,GHOST 2.5 ESSTL SUP 100-249,,3.71,
SY-13882275,GHOST 2.5 UPG LIC (5-24),,15.81,
SY-13882276,UPG-V GHOST SOL STE 2.5 25-49,,14.08,
SY-13882280,GHOST 2.5 SOLUTION STE  (5-24),,25.23,
SY-13882281,GHOST 2.5 LICNESE (25-49 U),,20.61,
SY-13882282,GHOST 2.5 LICENSE 50-99,,18.66,
SY-13882283,GHOST 2.5 LICNESE 100-249,,16.13,
SY-14173187,SBS SYSTEM RECOVERY 8.5 MEDIA,,33.83,
SY-14173644,BACKUP EXEC 12.5 OPEN FILE OPT,,,
SY-14174504,PCANYWHERE 12.5 H&R-MEDIA,,,
SY-14541090,PCANYWHERE 12.5 H & R,,87.01,
SY-14541094,PCANYWHERE 12.5 HOST & REMOTE,,169.05,
SY-15596421,PREM ANTISPAM ADDON SMS 12MO,,17.00,
SY-1H7RWZF1EI1ES,BCKUP EXEC 2014 DEDUP OPTION,,720.37,
SY-20004959,PC ANYWHERE HOST 12.5 1 USER,,36.00,
SY-20010149,PROTECTION STE 3.0 5U,36.00,,
SY-20010150,PROTECTION STE 3.0 10U,17.00,,
SY-20010171,PROTECTION STE  3.0 25U,,,
SY-20018919,ENDPOINT PROT SB 12 25U REN,,,
SY-20044010,NORTON ANTIVIRUS 2010,,38.54,
SY-20047412,NORTON 2010 AV DSP,,,
SY-20052560,AGENT FOR SHAREPOINT BASIC,,,
SY-20052562,BE 2010 AGNT FOR SQL ESSENTIAL,,,
SY-20052565,BE 2010 FOR SBS SVR W/ BASIC,,,
SY-20052566,Backup Exec 2010 for SBS - Ess,,,
SY-20052579,BE 2010 SHARED STORAGE OPT- ES,1.00,,
SY-20052590,BE 2010 LIBRARY EXP OPT W/ BAS,,,
SY-20052591,Library Exspanion Option Essen,,,
SY-20052596,BE 2010 NDMP OPT BASIC,3.00,,
SY-20052599,BE 2010 DESKTP & LAPTP OPT BAS,,,
SY-20052601,BE 2010 NDMP OPT ESSENTIAL,,,
SY-20052604,ADVANCED DISK BAKUP OPTION,1.00,,
SY-20052613,MEDIA PK BACKUP EXEC SYSTEM,,,
SY-20052615,SYSTEM RECOVERY STARER KIT,,,
SY-20052617,BE SYS REC 2010 LINX W BASIC,2.00,,
SY-20052624,BE SYS REC 10 SBS ESSEN BUSPK,7.00,,
SY-20052636,BE 2010 AGNT FOR ORACLE W/ BAS,,,
SY-20052637,ACTIVE DIRECTORY ESSENTIAL,8.00,,
SY-20052640,BE 2010 FOR WIN SVR W/ BASIC,,,
SY-20052641,BACKUP EXEC 2010 WIN SVR W/ ES,,,
SY-20052643,BE 2010 AGNT FOR MS HYPER-V ES,,,
SY-20052644,2010 AGENT FOR WIN ESS,,231.00,
SY-20052645,BE 2010 AGNT FOR WIN SYS W/ B,,,
SY-20052646,BE 2010 AGNT FOR MS HYPER-V BA,2.00,,
SY-20052647,AGENT FOR LOTUS/DOMINO,,,
SY-20052648,BE 2010 AGNT LOT/DOM BASIC,3.00,,
SY-20052658,BE 2010 AGNT FOR ACT DIR W/ BA,,,
SY-20052664,BE 2010 AGNT FOR VMWARE W/ BAS,,,
SY-20052665,BE SYS REC 2010 SVR BASIC,,,
SY-20052666,BE SYS REC 2010 SERVER ESSEN,,,
SY-20052674,BE 2010 DEDUP,3.00,,
SY-20097684,NORTON GHOST 15,,12.00,
SY-20858066,Norton Antivirus MAC 11.1 1U,,,
SY-21069922,Norton Internet Security 2011,,33.01,
SY-21069922DSP,INTERNET SECURTY 2011 DSP,,12.95,
SY-21069954,Norton AntiVirus 2011 (1 User),,33.76,
SY-21069955,IS 2011 5 USER,,,
SY-21069958,Norton Internet Security 2011,,32.00,
SY-21069971,NORTON ANTIVIRUS 2011 3U,,25.91,
SY-21069973,NORTON ANTIVIRUS 2011 5U,,55.00,
SY-21069983,Norton Internet Security 2011,1.00,,
SY-21155211,Norton Utilities 15,,41.88,
SY-21162129,Norton 360 5.0,,28.27,
SY-21162275,Norton 360 5 Premier,,55.58,
SY-21170307,System Recovery 2011 Server w/,,526.84,
SY-21170308,SR 2011 Virtual,,"1,704.84",
